"AX-75183793"	2	2	2	0	2	0	2	2	0	2	2	-1	0	2	0	2	2	2
"AX-75183794"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AX-75183797"	2	2	2	0	2	0	2	2	0	2	2	0	0	2	0	2	2	2
"AX-75183798"	0	0	0	2	0	2	0	0	2	0	0	2	2	0	2	0	0	0
"AX-75183803"	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
"AX-75183804"	2	2	2	0	2	0	2	2	0	2	2	0	0	2	0	2	2	2
"AX-75183811"	2	2	2	1	2	1	2	2	1	2	2	0	0	2	1	2	2	2
"AX-75183813"	0	0	0	2	0	2	0	0	2	0	0	2	2	0	2	0	0	0
"AX-75183820"	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
"AX-75183825"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AX-75183826"	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
"AX-75183827"	2	2	2	2	2	2	2	2	-1	2	2	2	2	2	2	2	2	2
"AX-75183829"	2	2	2	1	2	0	2	2	0	2	2	0	0	2	0	2	2	2
"AX-75183831"	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
"AX-75183839"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AX-75183842"	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
"AX-75183843"	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
"AX-75183849"	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0
"AX-75183850"	2	2	2	2	2	0	2	2	2	2	2	0	0	2	0	2	2	2
"AX-75183851"	2	2	2	2	2	0	2	2	2	2	2	0	0	2	0	2	2	2
"AX-75183854"	2	2	2	0	2	0	2	2	0	2	2	0	0	2	0	2	2	2
"AX-75183855"	2	2	2	0	2	0	2	2	0	2	2	0	0	2	0	2	2	2
"AX-75183856"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AX-75183857"	-1	2	2	0	2	0	2	2	0	2	2	0	0	2	0	2	2	2
"AX-75183858"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AX-75183859"	2	2	2	1	2	0	2	2	0	2	2	0	0	2	0	2	2	2
"AX-75183862"	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
"AX-75183867"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AX-75183868"	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
"AX-75183869"	2	2	2	0	2	0	2	2	0	2	2	0	0	2	0	2	2	2
"AX-75183870"	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
"AX-75183871"	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
"AX-75183872"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AX-75183873"	0	0	0	-1	0	-1	0	0	-1	0	0	1	1	0	1	0	0	0
"AX-75183874"	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
"AX-75183875"	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0
"AX-75183881"	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
"AX-75183905"	0	0	0	2	0	2	0	0	2	0	0	2	2	0	2	0	0	0
"AX-75183908"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AX-75183914"	2	2	2	1	2	1	2	2	1	2	2	1	1	2	0	2	2	2
"AX-75183915"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AX-75183916"	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
"AX-75183918"	0	0	0	2	0	2	0	0	2	0	0	2	2	0	2	0	0	0
"AX-75183919"	2	2	2	0	2	0	2	2	0	2	2	0	0	2	0	2	2	2
"AX-75183922"	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
"AX-75183925"	2	2	2	0	2	0	2	2	0	2	2	0	0	2	0	2	2	2
"AX-75183926"	0	0	0	2	0	2	0	0	2	0	0	2	2	0	2	0	0	0
"AX-75183927"	0	0	0	2	0	2	0	0	2	0	0	2	2	0	2	0	0	0
"AX-75183928"	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
"AX-75183929"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AX-75183930"	2	2	2	2	2	2	2	-1	2	2	2	2	2	2	2	2	2	2
"AX-75183934"	1	1	1	0	1	0	1	1	0	1	1	0	0	1	0	1	1	1
"AX-75183937"	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
"AX-75183941"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AX-75183943"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AX-75183945"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AX-75183946"	0	0	0	2	0	2	0	0	2	0	0	2	2	0	2	0	0	0
"AX-75183947"	2	2	2	0	2	0	2	2	0	2	2	0	0	2	0	2	2	2
"AX-75183948"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AX-75183954"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AX-75183957"	2	2	2	0	2	0	2	2	0	2	2	0	0	2	0	2	2	2
"AX-75183969"	2	2	-1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
"AX-75183970"	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
"AX-75183972"	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
"AX-75183974"	0	0	0	2	0	2	0	0	2	0	0	2	2	0	2	0	0	0
"AX-75183976"	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
"AX-75183977"	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
"AX-75183979"	2	2	2	2	2	2	2	2	2	2	2	2	2	2	-1	2	2	2
"AX-75183980"	2	2	2	2	2	2	2	2	2	2	2	-1	2	2	2	2	2	2
"AX-75183982"	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
"AX-75183984"	2	2	2	1	1	1	2	2	1	2	2	1	1	2	1	2	2	2
"AX-75183985"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AX-75183987"	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0
"AX-75183993"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AX-75183996"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AX-75184003"	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0
"AX-75184004"	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
"AX-75184005"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AX-75184007"	2	2	2	0	2	0	2	2	0	2	2	0	0	2	0	2	2	2
"AX-75184008"	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	-1	2	2
"AX-75184009"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AX-75184010"	0	0	0	2	0	2	0	0	2	0	0	2	2	0	2	0	0	0
"AX-75184011"	0	0	0	2	0	2	0	0	2	0	0	2	2	0	2	0	0	0
"AX-75184020"	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
"AX-75184021"	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
"AX-75184022"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AX-75184024"	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
"AX-75184025"	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
"AX-75184026"	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
"AX-75184030"	2	2	2	0	2	0	2	2	0	2	2	0	0	2	0	2	2	2
"AX-75184031"	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
"AX-75184035"	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
"AX-75184036"	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
"AX-75184037"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AX-75184040"	0	0	0	2	0	1	0	0	2	0	0	2	2	0	1	0	0	0
"AX-75184048"	2	2	2	0	2	0	2	2	0	2	2	0	0	2	0	2	2	2
